Loci	ips_0	ips_1	ips_2
Zfp612	0.922851	0.0771244	2.41977e-05
Zfp608	0.985818	0.0141806	9.25367e-07
Zfp606	0.947018	0.0529778	3.99389e-06
Zfp597	0.995874	0.00412601	1.18826e-08
Zfp595	0.896372	0.103627	8.24594e-07
Zfp59	0.999997	2.99768e-06	4.51878e-14
Zfp583	0.950234	0.0497587	7.7257e-06
Zfp563	0.995594	0.00440633	1.65305e-07
Zfp551	0.995365	0.00463537	1.73385e-09
Zfp541	0.930305	0.069695	1.226e-08
Zfp536	0.999979	2.14652e-05	2.37063e-10
Zfp53$LOC100044273	0.452163	0.547836	5.67813e-07
Zfp524	0.995296	0.0047038	1.35616e-07
Zfp521	0.998996	0.00100403	2.71567e-08
Zfp52	0.999997	2.95396e-06	5.39277e-13
Zfp509	0.998909	0.00109106	4.80208e-11
Zfp503	0.605455	0.393221	0.00132433
Zfp474	0.984702	0.0152979	1.25078e-08
Zfp467	0.997529	0.00247077	2.63998e-08
Zfp458	0.999991	8.53597e-06	1.53159e-12
Zfp455	1	1.42671e-07	1.07025e-14
Zfp454	0.209945	0.789598	0.00045755
Zfp40	0.9996	0.000399829	6.15456e-07
Zfp398	0.995931	0.00406913	1.69935e-07
Zfp39	0.997584	0.00241462	1.25922e-06
Zfp358	0.750027	0.249949	2.40889e-05
Zfp354b	0.994514	0.0054851	5.43622e-07
Zfp334	0.999716	0.000283618	5.96338e-10
Zfp324	0.998464	0.00153594	3.80955e-08
Zfp319	0.995099	0.00490056	2.44669e-07
Zfp316	0.992433	0.00756575	7.60781e-07
Zfp30	0.963782	0.0362176	1.3376e-07
Zfp3	0.988578	0.0114207	1.41768e-06
Zfp287	0.944363	0.0556341	2.83667e-06
Zfp286	0.812715	0.187241	4.32951e-05
Zfp282	0.886116	0.11388	4.31046e-06
Zfp28	0.997588	0.00241224	1.99675e-07
Zfp276	0.944416	0.0555663	1.76933e-05
Zfp273	0.99828	0.00171931	6.85968e-07
Zfp27	0.999671	0.000329121	2.21208e-08
Zfp248	0.991237	0.00876274	9.34192e-09
Zfp213	0.827144	0.172855	8.01921e-07
Zfp202	0.999185	0.00081522	2.94761e-10
Zfp2	0.996687	0.00331223	3.66497e-07
Zfp189	1	3.47874e-07	2.03117e-13
Zfp182	0.972322	0.0276779	2.81377e-08
Zfp179	0.868439	0.131561	1.37217e-08
Zfp169	0.809655	0.190333	1.26187e-05
Zfp142	0.998192	0.00180697	1.2608e-06
Zfp14	0.998888	0.00111194	3.4992e-10
Zfp128	0.97707	0.0229288	1.29842e-06
Zfp119	0.952888	0.0471116	4.72085e-09
Zfp113	0.999807	0.000192956	1.16311e-11
Zfp112	0.838731	0.16125	1.87098e-05
Zfp111	0.976182	0.0238135	4.47649e-06
Zfp11	0.7958	0.204181	1.9223e-05
Zfp109	0.965153	0.0348448	2.63671e-06
Zfp108	0.999192	0.000807694	1.33825e-09
Zfhx4	0.999975	2.50639e-05	3.7433e-11
Zfat1	0.887829	0.112171	2.15204e-08
Zer1	0.999979	2.07969e-05	4.77015e-11
Zeb2	0.999894	0.000105545	4.22962e-10
Zdhhc25	0.999978	2.19654e-05	1.32698e-11
Zdhhc22	0.733894	0.266094	1.2261e-05
Zdhhc2	0.800821	0.198749	0.000430194
Zdhhc19	0.999984	1.6076e-05	2.27552e-13
Zdhhc17	0.965336	0.0346641	3.01579e-08
Zdhhc14	0.99768	0.0023204	7.19473e-09
Zdhhc11	0.999942	5.80502e-05	4.87372e-11
Zcchc5	0.972051	0.0279485	7.55383e-08
Zcchc4	0.731871	0.268071	5.74278e-05
Zcchc18	0.857664	0.142192	0.000143933
Zc3hav1	0.943298	0.0566994	2.62531e-06
Zc3h7a	0.881735	0.118066	0.00019897
Zc3h6	0.789271	0.210726	2.95054e-06
Zc3h12d	0.999905	9.51177e-05	8.26489e-13
Zbtb8os	1	2.21883e-09	5.62471e-15
Zbtb7c	0.790124	0.209689	0.000186977
Zbtb46	0.979523	0.0204764	2.52e-07
Zbtb4	0.902468	0.0975276	4.90348e-06
Zbtb38	0.991566	0.00843427	8.0206e-08
Zbtb37	1	6.65417e-09	3.70191e-15
Zbtb20	0.958737	0.0412194	4.34159e-05
Zbtb16	0.899062	0.100888	4.96775e-05
Zbed3	0.987626	0.0123743	1.90644e-07
Zan	0.696864	0.30294	0.000195543
Ypel4	0.999272	0.000727707	5.66287e-10
Ypel1	0.911796	0.0881737	2.99646e-05
Yod1	0.998607	0.00139267	2.57526e-08
Xtrp3s1	0.999987	1.26415e-05	1.36246e-13
Xpnpep2	0.669803	0.33019	6.83416e-06
Xkrx	0.997572	0.00242742	9.76209e-08
Xkr6	0.990987	0.00901277	2.25214e-07
Xkr4	0.999989	1.05575e-05	6.38004e-12
Xk	0.998924	0.00107573	3.44625e-07
Xirp1	0.999242	0.000758458	5.00813e-10
Xdh	0.957424	0.0425765	1.74906e-08
Xcr1	0.999483	0.00051692	1.58418e-11
Xcl1	0.996862	0.00313829	3.01589e-10
Wwox	0.920963	0.0790317	5.13395e-06
Wscd1	0.883665	0.116315	1.97231e-05
Wnt9b	0.821284	0.178711	5.03912e-06
Wnt9a	0.812655	0.18733	1.52892e-05
Wnt8b	0.999759	0.000240609	1.28227e-10
Wnt8a	0.998971	0.00102893	4.31801e-11
Wnt6	0.386507	0.612805	0.000687481
Wnt5b	0.994579	0.00541973	8.89549e-07
Wnt5a	0.976121	0.0238762	2.3393e-06
Wnt4	0.396967	0.601883	0.00114993
Wnt3a	0.867683	0.132212	0.000104292
Wnt2b	0.993656	0.00634445	3.6823e-08
Wnt2	0.986514	0.0134852	6.3576e-07
Wnt16	0.664184	0.335104	0.000712107
Wnt11	0.528747	0.469912	0.00134116
Wnt10b	0.828966	0.170937	9.67183e-05
Wnt10a	0.976331	0.0236679	1.07018e-06
Wnt1	0.988569	0.0114305	3.23823e-07
Wnk4	0.998934	0.00106554	2.57978e-08
Wnk2	0.859683	0.140101	0.000216232
Wisp1	0.288806	0.711189	4.71369e-06
Wipi1	0.950582	0.0494126	5.43631e-06
Wif1	0.999966	3.35475e-05	4.78661e-11
Whrn	0.657228	0.341324	0.0014487
Whdc1	0.963538	0.0364618	2.71105e-09
Wfikkn2	0.808319	0.191672	9.41227e-06
Wfdc6a	0.999992	7.86909e-06	1.66316e-12
Wfdc5	0.822549	0.17744	1.06846e-05
Wfdc3	0.977486	0.0225132	3.03479e-07
Wfdc15b	0.993013	0.00698745	2.32798e-08
Wfdc12	0.43102	0.568978	2.08114e-06
Wee2	1	1.6493e-07	1.49177e-14
Wdr86	0.971457	0.0285431	1.90357e-07
Wdr78	0.999989	1.14314e-05	3.91996e-11
Wdr69	1	2.07901e-07	1.73588e-13
Wdr63	1	2.56692e-07	5.17273e-14
Wdr60	0.613278	0.386696	2.62613e-05
Wdr5b	0.999958	4.20866e-05	1.78766e-12
Wdr38	0.644474	0.355525	9.69362e-07
Wdr27	0.999994	6.13471e-06	7.09057e-10
Wdr22	0.953293	0.0467069	6.18802e-08
Wdr20b	0.999999	1.08159e-06	1.7977e-13
Wdr19	0.997619	0.00238048	4.32697e-07
Wdr17	0.99992	7.9614e-05	1.05071e-11
Wdr16	0.999992	8.3375e-06	2.61673e-10
Wbscr28	0.906787	0.0932129	3.05198e-07
Was	0.974998	0.0249992	2.35325e-06
Wars2	0.521364	0.478529	0.000106421
Wap	0.982421	0.0175783	5.42254e-07
Vwf	0.931094	0.0689011	4.91253e-06
Vwc2	0.999997	2.73625e-06	7.30618e-12
Vwa2	0.998799	0.00120068	3.81893e-09
Vwa1	0.970334	0.0296654	1.63257e-07
Vtn	0.994639	0.00535994	9.20875e-07
Vti1a	0.99403	0.00597017	8.90367e-09
Vtcn1	0.999881	0.000119112	1.62502e-11
Vsx1	0.929119	0.0708807	2.4092e-08
Vstm2	1	3.3362e-08	3.05822e-18
Vsnl1	0.978054	0.0219447	1.19381e-06
Vsig8	1	1.01045e-07	6.71495e-13
Vsig2	0.904693	0.0953009	6.04271e-06
Vsig1	0.99976	0.000239592	5.73283e-11
Vps37d	0.641578	0.358334	8.76665e-05
Vps13c	0.999113	0.000886641	2.35314e-09
Vpreb3	0.860981	0.139019	5.9566e-07
Vpreb1	0.999874	0.000126185	5.27261e-11
Vnn3	0.403451	0.596546	2.6713e-06
Vnn1	0.99818	0.00182009	1.91477e-10
Vldlr	0.983795	0.0161926	1.23318e-05
Vit	0.9999	9.97157e-05	5.18636e-15
Vipr2	0.984024	0.015976	5.0647e-07
Vipr1	0.995891	0.00410898	3.15379e-09
Vip	0.999896	0.000103777	8.40444e-11
Vil1	0.998382	0.00161839	8.32784e-09
Vgll2	0.94188	0.0581161	3.3624e-06
Vgll1	0.996586	0.00341384	1.20511e-09
Vgf	0.679783	0.320179	3.79657e-05
Vezt	0.96503	0.0349681	1.73218e-06
Veph1	0.999895	0.00010518	4.26701e-12
Vdr	0.852759	0.147211	3.08931e-05
Vcan	0.836472	0.163514	1.44814e-05
Vax1	0.95096	0.0490375	2.98382e-06
Vav3	0.986513	0.0134573	2.96807e-05
Vav1	0.999944	5.55069e-05	8.44825e-10
Vash2	0.925767	0.0742329	4.43448e-07
Vamp5	0.977267	0.0227325	7.58355e-08
Vamp1	0.938044	0.0618867	6.92448e-05
V2r16	0.999985	1.53322e-05	2.17694e-14
V1rd9	0.999999	7.79873e-07	2.28182e-16
V1rd6	0.161971	0.838028	6.25988e-07
V1rd4	0.999998	2.31372e-06	1.05744e-15
V1rd3	0.999996	4.48888e-06	2.72509e-15
V1rc8$V1rc22	1	9.30614e-08	1.21907e-17
V1rc7	1	2.10548e-08	1.65468e-18
V1rc6	1	1.28116e-07	7.21801e-18
V1rc5	0.999998	2.44381e-06	4.75249e-16
V1rc3	1	6.66759e-08	5.56457e-18
V1rc22	1	3.51063e-09	1.57055e-19
V1rc2	1	2.10788e-07	2.42716e-17
V1rc1	0.999974	2.60096e-05	6.71365e-15
V1rb8	0.999998	2.33708e-06	5.3363e-17
V1rb7	0.999987	1.34445e-05	4.55454e-16
V1rb6	0.979814	0.0201863	1.13148e-09
V1rb5	1	2.46498e-08	2.04121e-18
V1rb3	0.999937	6.32102e-05	4.43837e-14
V1rb2	0.999998	2.28537e-06	1.9983e-16
V1rb10	0.999988	1.24683e-05	1.81373e-15
V1rb1	0.999995	4.54526e-06	2.44274e-16
V1ra9	0.999425	0.00057517	1.00188e-12
V1ra6	0.999151	0.000849258	6.49202e-13
V1ra5	1	2.06495e-07	5.88086e-18
V1ra4$V1ra3	1	8.59175e-09	5.05795e-19
V1ra2	1	3.9392e-07	2.50378e-18
V1ra1	1	7.75354e-09	4.41991e-19
Uty	1	2.80839e-07	2.84326e-13
Uts2r	0.984093	0.0159074	4.92081e-08
Uts2	0.999113	0.000886747	2.61591e-09
Usp9y	0.999669	0.000330575	2.28544e-13
Usp53	0.9995	0.000499884	4.46133e-08
Usp50	0.999107	0.00089257	1.11957e-10
Usp43	0.997317	0.00268317	2.47804e-09
Usp29	0.999976	2.42478e-05	3.9288e-11
Usp25	0.413692	0.585271	0.00103692
Usp20	0.976355	0.0236437	1.65031e-06
Usp13	0.969268	0.0307314	6.11775e-07
Ushbp1	0.801408	0.198574	1.82252e-05
Ush2a	0.988846	0.0111541	1.91655e-09
Ush1c	0.972317	0.0276833	4.01639e-08
Uqcrq	0.99966	0.000339501	1.11633e-10
Upp2	0.999725	0.000275498	1.16068e-11
Upk3b	0.999433	0.00056683	4.12336e-11
Upk3a	0.735368	0.264611	2.15514e-05
Upk1b	0.857158	0.14284	2.29342e-06
Upk1a	0.846487	0.153494	1.86894e-05
Upb1	0.903421	0.0965755	3.47527e-06
Uox	0.959313	0.0406866	2.00062e-09
Uncx4.1	0.999839	0.000160612	1.92588e-12
Unc5d	0.999974	2.63961e-05	3.33942e-11
Unc5cl	0.999112	0.000887498	4.05554e-09
Unc5c	0.291785	0.707371	0.000844221
Unc45b	0.999847	0.000152948	5.17442e-10
Unc13d	0.976087	0.0239123	4.96587e-07
Unc13c	1	4.43282e-07	6.1501e-16
Unc13a	0.999707	0.00029286	3.36185e-10
Umodl1	0.999901	9.9171e-05	2.88527e-11
Umod	0.999999	1.11096e-06	4.64998e-17
Ulk2	0.693004	0.306119	0.000876514
Ugt3a2	0.999154	0.000845707	3.31412e-11
Ugt2b5	0.999999	1.4714e-06	6.37128e-13
Ugt2b38	0.999996	3.71862e-06	2.41396e-14
Ugt2b37	0.999999	1.05869e-06	1.08599e-12
Ugt2b36	0.999996	4.13148e-06	2.00993e-13
Ugt2b35	1	2.17328e-07	1.26975e-15
Ugt2b34	0.99997	3.01682e-05	3.08242e-14
Ugt2b1	0.999998	2.47679e-06	1.61998e-14
Ugt2a3	0.999999	9.87199e-07	2.72904e-13
Ugt2a1	0.99997	2.96911e-05	6.05739e-14
Ugcgl2	0.957029	0.0429706	4.03451e-09
Ucp3	0.322538	0.677459	2.92688e-06
Ucp1	0.997793	0.00220734	1.12347e-08
Ucn3	0.99998	1.9519e-05	7.72967e-13
Ucn	0.940296	0.0597044	5.23397e-08
Uchl4$Uchl3	1	9.83214e-09	6.03985e-19
Ubxd3	0.96721	0.0327903	2.78135e-10
Ubqlnl	0.819031	0.180969	2.59787e-08
Ubqln3	1	3.92745e-07	2.1216e-16
Ubl4b	0.986832	0.0131676	4.09778e-09
Ube2u	0.999973	2.67809e-05	6.53583e-12
Ube2m	0.997025	0.0029746	1.01999e-08
Ube2l6	0.999964	3.62803e-05	6.7576e-11
Ubd	0.999282	0.000717813	2.933e-10
Ubash3a	0.918674	0.0813245	1.36804e-06
Tyrp1	0.999957	4.29025e-05	1.37174e-14
Tyrobp	0.986028	0.0139717	2.09857e-09
Tyr	0.999985	1.51367e-05	5.33095e-14
Tyms	0.999984	1.57168e-05	1.79936e-12
Tyki	0.998424	0.00157556	1.46797e-11
Txnl6	0.840741	0.159259	6.25857e-08
Txndc8	0.563763	0.436046	0.000191351
Txndc3	0.999846	0.00015335	2.56024e-07
Txndc2	0.964188	0.0358124	1.9347e-10
Txlnb	0.914905	0.0850886	6.28779e-06
Txk	0.999841	0.0001595	3.80471e-13
Tusc5	0.974074	0.0259263	1.24863e-07
Tulp2	0.994007	0.0059932	3.65893e-08
Tulp1	0.83101	0.168969	2.11079e-05
Tubd1	0.991809	0.00819079	9.22155e-08
Tubb4	0.376419	0.623581	7.39095e-07
Tubb1	0.99894	0.00105956	2.52491e-08
Tuba8	0.969809	0.0301907	4.74741e-07
Tub	0.910905	0.0890478	4.67539e-05
Ttyh1$Taf1	0.965943	0.034057	2.71916e-09
Ttn	0.801488	0.197888	0.000623887
Ttll9	0.827964	0.172023	1.37431e-05
Ttll3	0.998818	0.00118187	8.20466e-08
Ttll13	0.999913	8.65457e-05	6.28227e-10
Ttll11	0.995373	0.00462643	6.73062e-07
Ttll10	0.999796	0.000204395	7.42767e-10
Ttl	0.764312	0.235678	9.82799e-06
Ttc9b	0.768496	0.231444	6.01246e-05
Ttc9	0.23254	0.766622	0.000837809
Ttc7	0.954482	0.0455168	1.10339e-06
Ttc29	0.657842	0.342023	0.000135205
Ttc25	0.997521	0.00247917	3.40655e-09
Ttc23	0.996703	0.00329605	7.36067e-07
Ttc22	0.992757	0.00724276	2.78216e-08
Ttc21a	0.978745	0.0212452	9.37728e-06
Ttc17	0.809202	0.19075	4.75098e-05
Ttc16	0.999727	0.000273338	4.22558e-10
Tsx	0.356185	0.643806	8.65395e-06
Tssk6	0.999952	4.75965e-05	1.38687e-11
Tssk5	0.503141	0.496842	1.7395e-05
Tssk4	0.99997	3.00534e-05	1.56459e-13
Tssk3	0.99952	0.000479707	1.51301e-10
Tssk2	0.999703	0.000296915	1.98693e-12
Tssk1	0.945471	0.0545286	1.77741e-08
Tspyl5	0.999927	7.33387e-05	1.09074e-10
Tspyl3	0.95497	0.0450276	2.6091e-06
Tspan8	0.996106	0.00389419	1.15019e-08
Tspan33	0.790739	0.208665	0.00059603
Tspan11	0.994683	0.00531663	1.28153e-07
Tspan10	0.928273	0.071716	1.10622e-05
Tspan1	0.948164	0.0518351	6.87837e-07
Tsnaxip1	0.999945	5.4954e-05	1.7705e-09
Tsku	0.997871	0.00212939	2.55399e-08
Tshz3	0.99915	0.000850077	3.61627e-08
Tshz2	0.971369	0.0285915	3.9989e-05
Tshr	0.999635	0.00036464	8.88708e-09
Tshb	0.990769	0.00923089	1.36388e-09
Tsga13	0.999726	0.000274051	1.86028e-13
Tsga10	0.62761	0.372373	1.67526e-05
Tsc22d3	0.612705	0.38718	0.000115144
Trpv6	0.632778	0.367212	1.03127e-05
Trpv4	0.770369	0.229541	8.94315e-05
Trpv2	0.828646	0.171352	2.29163e-06
Trpv1	0.999995	4.51471e-06	2.52052e-11
Trpm8	1	1.70237e-08	2.92655e-12
Trpm6	0.876706	0.123294	6.70845e-08
Trpm5	0.999241	0.000758705	6.94424e-10
Trpm3	0.999987	1.32468e-05	3.56473e-14
Trpm2	0.8615	0.138348	0.000152068
Trpm1	0.999534	0.000466178	5.58989e-09
Trpd52l3	0.771595	0.228404	1.02409e-06
Trpc6	1	4.53685e-07	3.96864e-15
Trpc5	0.999839	0.000160858	4.66531e-10
Trpc4	0.921056	0.0789379	5.90655e-06
Trpc3	0.982364	0.0176354	1.52825e-07
Trpc1	0.663545	0.334416	0.00203889
Trpa1	0.648921	0.351053	2.56692e-05
Trp73	0.944748	0.0551006	0.000151735
Trp63	0.998464	0.00153581	3.80682e-09
Trmt12	0.999999	5.09015e-07	1.39754e-15
Trim9	0.988123	0.0118766	1.28869e-07
Trim75	1	3.62292e-07	5.75095e-17
Trim7	0.998956	0.0010441	5.18906e-08
Trim69	0.999995	5.35044e-06	1.40454e-14
Trim68	0.683277	0.316722	9.94609e-07
Trim66	0.99999	9.80377e-06	3.73343e-11
Trim65	0.980758	0.0192424	2.71372e-09
Trim63	0.975648	0.0243514	8.4142e-07
Trim62	0.778553	0.221443	4.67122e-06
Trim60$Trim60	0.915241	0.0847593	1.30738e-08
Trim60	0.673679	0.326318	2.80822e-06
Trim47	0.582844	0.416759	0.000396382
Trim46	0.969043	0.0309565	1.76898e-07
Trim42	0.999921	7.8587e-05	1.85922e-14
Trim40	0.581208	0.418755	3.67117e-05
Trim31	0.999987	1.27901e-05	3.99428e-14
Trim30$AI451617	0.999514	0.000486329	2.91807e-12
Trim29	0.816808	0.183192	5.03313e-07
Trim16	0.94626	0.0537369	3.58314e-06
Trim14	0.999984	1.59621e-05	9.49828e-13
Trim10	0.993257	0.00674299	2.88721e-09
Trib2	0.999579	0.000420552	1.61674e-08
Trib1	0.985672	0.014328	3.21456e-07
Trhr2	0.788013	0.211921	6.68334e-05
Trhr	0.999999	1.1995e-06	1.72664e-16
Trhde	0.999982	1.80679e-05	1.13454e-08
Trex2	0.774579	0.225421	3.32773e-07
Treml4	0.999988	1.17546e-05	1.40947e-12
Treml2$LOC100047904	0.999934	6.56395e-05	1.38827e-13
Treml1	0.171085	0.828899	1.61482e-05
Trem3	0.836154	0.163846	1.01185e-07
Trem1	0.996534	0.00346618	3.38445e-11
Treh	0.998736	0.00126411	1.07705e-09
Trat1	0.999306	0.000694199	6.78864e-13
Traf6	0.950675	0.0493049	1.99405e-05
Traf5	0.985262	0.0147374	4.90627e-07
Traf3ip3	0.952609	0.0473891	2.34323e-06
Traf1	0.999421	0.00057929	2.5898e-09
Tpte	0.238836	0.761146	1.76346e-05
Tpsg1	0.901352	0.0986479	3.04981e-07
Tpsb2	0.999441	0.000559398	7.34664e-10
Tpsab1	0.971439	0.0285607	4.47856e-09
Tppp	1	6.02786e-08	1.58951e-11
Tpo	0.0241822	0.975535	0.000283193
Tph1	0.993382	0.00661769	9.04605e-08
Tpcn2	0.998507	0.00149315	9.74833e-11
Tpbpb	0.999995	4.50617e-06	7.23201e-15
Tpbpa	0.999968	3.23073e-05	3.14237e-14
Tpbg	0.26629	0.732311	0.0013984
Tox3	0.989336	0.0106608	3.47528e-06
Tox2	0.999674	0.000326173	3.86903e-09
Tor3a$LOC100047963	0.792059	0.207941	6.7531e-08
Tnxb	0.999598	0.000402427	1.02905e-08
Tns4	0.985284	0.0147158	2.9866e-07
Tnrc4	0.0833669	0.916617	1.60213e-05
Tnp1	0.999838	0.000161555	8.26591e-12
Tnnt3	0.999303	0.000696591	1.43967e-10
Tnnt2	0.999492	0.000507935	4.07084e-10
Tnni3k	0.969917	0.0300832	1.54087e-09
Tnni3	0.962893	0.0370977	9.31873e-06
Tnni2	0.997767	0.00223272	7.72755e-10
Tnni1	0.971919	0.0280808	8.50138e-08
Tnnc2	0.996636	0.00336395	6.02405e-10
Tnnc1	0.995199	0.00479888	1.90955e-06
Tnn	0.202081	0.79791	9.48438e-06
Tnmd	0.998947	0.00105282	1.18812e-10
Tnk1	0.944304	0.0556948	1.0281e-06
Tnfsf8	0.973041	0.0269589	3.18744e-09
Tnfsf4	0.988113	0.0118856	9.06526e-07
Tnfsf14	0.996458	0.00354223	2.33116e-10
Tnfsf13b	0.998793	0.00120662	2.14769e-09
Tnfsf11	0.344534	0.655304	0.000161516
Tnfsf10	0.999339	0.000660982	5.91069e-14
Tnfrsf9	0.995132	0.00486796	8.08396e-09
Tnfrsf8	0.901887	0.0981117	1.06055e-06
Tnfrsf25	0.988172	0.0118276	1.63226e-08
Tnfrsf19	0.749855	0.249793	0.000352297
Tnfrsf18	0.998899	0.00110087	3.41804e-09
Tnfrsf17	0.999939	6.0938e-05	5.13207e-11
Tnfrsf14	0.984386	0.0156136	6.93799e-08
Tnfrsf13c	0.823856	0.176143	9.96729e-07
Tnfrsf13b	0.999861	0.000139125	5.14356e-11
Tnfrsf11b	0.970745	0.0292549	1.41253e-08
Tnfrsf11a	0.799095	0.200905	4.22913e-08
Tnfrsf10b	0.999968	3.19761e-05	5.64032e-10
Tnfaip8l2	0.986528	0.0134715	2.03246e-07
Tnfaip3	0.767331	0.23254	0.000128388
Tnf	0.076054	0.921074	0.00287203
Tmub1	0.83243	0.167502	6.81215e-05
Tmtc2	0.989752	0.0102483	1.13646e-07
Tmtc1	0.999641	0.000359126	7.40049e-09
Tmprss4	0.706484	0.293515	9.86799e-07
Tmprss3	0.982288	0.0177125	2.82515e-09
Tmprss2	0.982674	0.0173261	2.16872e-08
Tmprss13	0.971384	0.0286154	2.17337e-07
Tmprss11f	1	1.30379e-07	4.35507e-16
Tmprss11e	1	4.55298e-07	3.18458e-13
Tmprss11d	1	3.9625e-08	1.20795e-13
Tmprss11a	1	2.64283e-07	5.00389e-16
Tmod4	0.999863	0.000137342	3.57868e-10
Tmod2$LOC100048637	0.999925	7.50958e-05	1.69831e-13
Tmigd1	0.999997	3.48336e-06	2.50118e-12
Tmie	0.997363	0.00263654	2.51464e-08
Tmhs	0.997847	0.00215286	1.07234e-11
Tmem91	0.999362	0.000638341	1.06786e-10
Tmem90a	0.323473	0.676262	0.000265078
Tmem86b	0.999513	0.000486618	8.41089e-10
Tmem82	0.98735	0.0126489	5.94712e-07
Tmem80	0.993231	0.00676815	6.87681e-07
Tmem74	0.998321	0.00167934	1.84836e-08
Tmem71	0.998125	0.00187507	5.37804e-09
Tmem67	1	2.03746e-07	3.6843e-13
Tmem63c	0.968878	0.031104	1.76852e-05
Tmem62	0.920772	0.0792271	9.46375e-07
Tmem59	1	1.34121e-11	2.75587e-18
Tmem56	0.999916	8.37283e-05	2.11849e-08
Tmem54	0.984344	0.0156556	1.84263e-07
Tmem53	0.826122	0.173847	3.12984e-05
Tmem46	0.957497	0.0425028	1.67211e-09
Tmem45b	0.677576	0.322416	7.25467e-06
Tmem44	0.99887	0.00112966	3.71632e-10
Tmem38a	0.998741	0.00125934	1.04015e-08
Tmem35	0.791971	0.208022	6.22004e-06
Tmem28	0.999665	0.000334604	2.70578e-08
Tmem27	1	3.81842e-07	2.26498e-12
Tmem26	0.999987	1.33448e-05	8.36055e-13
Tmem25	0.962047	0.037934	1.89208e-05
Tmem184a	0.991356	0.00864415	3.30194e-07
Tmem182	0.999999	1.42049e-06	3.14642e-12
Tmem178	0.999209	0.000791428	1.12158e-08
Tmem174	0.999978	2.20109e-05	1.00784e-12
Tmem17	0.999974	2.61866e-05	8.19819e-11
Tmem16d	0.999582	0.000417775	2.69837e-12
Tmem16c	0.999787	0.000213064	8.21865e-13
Tmem16a	0.44728	0.55272	2.50234e-07
Tmem169	0.999986	1.39769e-05	1.77944e-10
Tmem166	0.993636	0.0063636	1.70282e-10
Tmem162	0.997936	0.00206403	1.38749e-11
Tmem154	0.999994	6.44703e-06	4.6665e-11
Tmem144	0.829128	0.170871	1.72077e-06
Tmem143$2900057H02Rik	0.617928	0.382071	2.35267e-07
Tmem142b	0.990263	0.00973739	3.55344e-10
Tmem140	0.998896	0.00110371	6.39386e-09
Tmem139	0.994458	0.00554172	9.00225e-09
Tmem132e	0.986111	0.0138889	3.80472e-08
Tmem130	0.999844	0.00015611	5.67727e-10
Tmem125	0.954866	0.0451337	4.36792e-08
